#,Part Name,Qty.
1,NEMA 17 42-34 Stepper Motor,1
2,345mm 20x20mm Aluminum Extrusion,1
3,M3x10mm ButtonHead Bolt,4
4,M3 Washer,4
5,2GT 3D Printed Belt Gear,1
6,M4x16 Button Head Bolt,2
7,M4 Washer,2
8,2GT Belt,1
9,Belt Tensioner Idler,1
10,Ender 3 Adjustment Block,1
11,M5 T-Slot Nut,2
12,M4 T-Slot Nut,2
13,Y-Axis Support A,1
14,Y-Axis Support B,1
15,Self-Locking Nut,9
16,Ender 3 Rollers,9
17,M5x30mm Pan Head Screws,9
18,Ender 3 Roller Spacers,9
19,Assembled Toolhead,1
