#,Part Name,Qty.
1,M3 x 8mm Screws,20
2,M3 Heat Set Inserts,16
3,#8x0.5in Screws,2
4,Vacuum Pump,1
5,Direct Action NC Solenoid Valve,1
6,3D Printed Top,1
7,3D Printed Side Panel,2
8,3D Printed Back Front Panel,2
9,3D Printed Base Plate,1
10,15cm Length of 6mm OD 4mm ID Pneumatic Tubing,1
11,6mm 1/4in NPT pneumatic Fittings,2
12,M3 Nuts,4
