#,Part Name,Qty.
1,Enclosure Left,1
2,Enclosure Right,1
3,Enclosure Bottom,1
4,Enclosure Back,1
5,Enclosure Vent,1
6,Raspberry Pi 5,1
7,OctoPro V1 Control Board,1
8,Ender 3 HMI,1
9,Emergency Stop Button,1
10,40mm 5V Ender 3 Fan,1
11,M3 x 16mm Socket Head Bolt,8
12,M2.5 x 10mm Socket Head Bolt,4
13,M4 x 8mm Socket Head Bolt,2
14,M4 x 10mm Socket Head Bolt,4
15,M4 Hexagon Nut,6
16,M3 Hexagon Nut,8
17,M2.5 Hexagon Nut,4
